,sentence,sector
912,Class B Thomdes should have a resident population of more than 5000 with population density of 300 persons or more per square kilometers.,13
913,The area should not be less than 1 square kilometer.,13
914,"It should have significant commercial, industrial or institutional centre and at least 50 percent of the population dependent on non-primary activities.",13
915,Yenlag Throm should have a resident population of more than 1500 and area not less than 50 acres.,13
916,"In 2010, the Parliament approved four Class A Thromdes and 18 Class B Thromdes.",13
917,Yenlag Throms are yet to be approved.,13
918,Housing: The sector is guided by the Housing Policy 2002.,13
919,"Currently, there are 1,122 housing units across the country for rental and 32 apartments in Changjiji allotted under homeownership programme to low income groups.",13
920,BLSS 2012 reports that 85 percent of the households in the rural areas lived in houses whereas almost three-fourths of urban households (73 percent) lived either in part of a house or in an apartment.,13
921,"It also indicates that about 60 percent of the household owned their own dwellings, out of which 83 percent households were in rural areas and 17 percent in urban areas.",13
922,62 percent of households in urban areas rented their dwellings.,13
923,"The private sector is the largest provider of dwellings for rent, especially in the urban areas, where its rentals comprise 43 percent of dwellings.",13
924,About one-fifth of urban dwellings are owned by the government and public corporations.,13
925,"Among the Dzongkhags, Pemagatshel had the highest proportion of households that own their dwellings (91 percent) and Thimphu the lowest with 19 percent.",13
926,"The proportion of households that own their dwellings is below 60 percent in only three other Dzongkhags: Chhukha (43 percent), Sarpang (52 percent), and Paro (58 percent).",13
927,"In Thimphu, three-fifths of households rent and one-fifth live in rent-free dwellings;",13
928,80 percent of the rent-paying households live in dwellings owned by private individuals;,13
929,and 18 percent live in housing owned by the government and public corporations.,13
930,"Households in the poorest per capita consumption quintile paid a house rent of Nu 1,217 a month, on average, while the richest households pay about Nu 4,487.",13
931,"The average monthly rental is highest in Thimphu and Wangduephodrang (about Nu 5,000) and lowest (about Nu. 900) in Gasa and Lhuentse.",13
932,5.13.2 Key Challenges,13
933,"Human Settlement - In absence of a clear legislation such as the National Spatial Planning Act and the National Human Settlement Policy it is difficult to plan, coordinate and implement human settlement strategy.",13
934,The sector also faces acute shortage of human resources.,13
935,"While the department has urban planners, urban designers, architects, infrastructure planner and engineers, the numbers are not adequate.",13
936,"Moreover, lack of qualified and experienced GIS professionals, municipal engineers, urban economists, sociologists, planning lawyers, investment planners and environmentalists limit the sector to address complex urban issues.",13
937,"Further, other issues such as timely availability of land, resources to implement structural and local area plans and resistance to introduction of new/revision of taxes, hamper strategic human settlement development.",13
